umap_1,umap_2,cluster,batch,layer
5.111178,8.482074,5,3,Layer_6
14.670791,5.729453,4,3,Layer_3
13.671106,4.383373,0,3,Layer_3
11.792112,5.0925794,4,3,Layer_3
11.80332,8.547709,1,3,Layer_5
13.132063,3.86595,0,3,Layer_3
4.3172917,6.782994,5,3,WM
7.1374207,9.084905,3,3,Layer_6
12.042396,7.885916,1,3,Layer_5
12.498982,6.1365232,4,3,Layer_4
6.7672725,7.321936,3,3,Layer_6
13.664539,3.509329,0,3,Layer_3
13.669145,2.9664876,0,3,Layer_3
9.763207,4.4595075,2,3,Layer_1
6.370545,8.911388,3,3,Layer_6
3.6619723,6.633252,6,3,WM
8.50992,6.739914,3,3,Layer_6
7.6522813,8.40415,3,3,Layer_6
11.29358,4.202941,4,3,Layer_3
14.138434,5.448463,4,3,Layer_3
2.102584,7.481273,6,3,WM
12.287471,4.5913134,4,3,Layer_3
13.922391,5.9297876,4,3,Layer_3
12.41741,8.05199,1,3,Layer_4
4.509966,7.497196,6,3,WM
9.828793,6.927192,1,3,Layer_5
2.998117,7.200922,6,3,Layer_6
10.347199,2.5917118,2,3,Layer_1
10.904256,5.1749263,4,3,Layer_3
10.508209,8.418936,1,3,Layer_5
12.1414,4.5675607,4,3,Layer_3
14.185263,3.0591435,0,3,Layer_3
12.930251,4.112233,0,3,Layer_3
3.0474901,7.5327754,5,3,WM
14.017404,5.6821456,4,3,Layer_3
6.478229,8.3302145,5,3,WM
4.2373238,7.8219223,6,3,WM
11.653673,3.9792511,0,3,Layer_2
10.658445,9.267226,1,3,Layer_5
11.720384,9.122052,1,3,Layer_4
11.495895,9.677006,1,3,Layer_5
13.647311,6.2374077,4,3,Layer_3
10.959359,7.6825027,1,3,Layer_5
9.755385,4.2532516,2,3,Layer_1
10.920351,4.170189,2,3,Layer_1
13.202479,8.571193,1,3,Layer_5
9.761549,9.039476,1,3,Layer_5
14.786213,6.5379047,1,3,Layer_4
14.077198,2.5726788,0,3,Layer_3
13.590978,2.7298317,0,3,Layer_2
3.018296,8.461988,5,3,WM
11.614959,4.131592,0,3,Layer_2
8.723634,7.1588016,3,3,Layer_6
13.31787,6.7868414,4,3,Layer_5
8.28967,8.677705,3,3,Layer_6
14.399656,5.0388675,4,3,Layer_3
12.986372,4.052424,0,3,Layer_3
7.7593455,7.471885,5,3,Layer_6
12.399764,5.4056907,4,3,Layer_3
4.358922,7.3149266,6,3,WM
12.392421,5.3025794,4,3,Layer_3
6.961343,8.444938,3,3,Layer_6
3.871139,6.4888487,5,3,WM
13.15575,5.580784,4,3,Layer_3
4.764354,7.605482,5,3,WM
11.314017,4.667541,4,3,Layer_3
8.068806,8.271828,3,3,Layer_6
11.019434,4.244146,4,3,Layer_3
10.283924,3.9759817,2,3,Layer_1
10.144526,7.50694,1,3,Layer_5
13.521644,3.5368989,0,3,Layer_3
11.41093,1.6564173,2,3,Layer_2
5.032183,8.374526,5,3,WM
13.779151,6.3567123,4,3,Layer_4
4.9487205,8.125816,5,3,WM
5.460781,7.924689,5,3,WM
12.244595,8.638308,3,3,Layer_5
4.3650136,8.65728,6,3,WM
12.397296,4.414658,4,3,Layer_3
11.344558,7.4203486,1,3,Layer_5
2.7607005,7.099727,6,3,WM
14.089144,4.2857633,0,3,Layer_3
3.3374794,7.525685,6,3,WM
11.574424,9.077934,1,3,Layer_6
12.869749,6.064419,4,3,Layer_4
8.55142,7.1551023,3,3,Layer_5
11.13758,2.2668076,2,3,Layer_1
12.606858,5.6946535,4,3,Layer_3
10.8657055,9.346413,1,3,Layer_5
13.565462,6.484573,4,3,Layer_3
5.148335,8.143025,5,3,WM
9.300781,7.963297,3,3,Layer_6
11.474817,9.378749,1,3,Layer_5
12.626662,3.3728015,0,3,Layer_3
3.946341,8.297942,6,3,Layer_6
10.943912,7.3983235,1,3,Layer_5
12.482284,7.079882,4,3,Layer_3
6.783367,7.9029617,3,3,Layer_6
10.282236,3.710649,2,3,Layer_1
10.325249,7.7995067,1,3,Layer_5
8.053874,9.389702,3,3,Layer_6
3.8073397,6.7327385,6,3,WM
7.9468718,6.859498,3,3,Layer_6
13.394095,5.121213,4,3,Layer_3
12.755696,4.1283298,0,3,Layer_3
14.309835,5.8098073,4,3,Layer_3
5.2690816,8.361179,5,3,Layer_6
11.695326,9.516956,1,3,Layer_5
10.607646,4.380459,2,3,Layer_1
14.380602,7.3503394,4,3,Layer_3
10.407614,4.374187,2,3,Layer_1
6.1965528,9.136998,3,3,Layer_6
11.291704,8.106376,1,3,Layer_5
12.0170355,3.0220275,0,3,Layer_2
11.418322,4.4320016,0,3,Layer_3
11.186449,7.3142815,1,3,Layer_5
11.476165,7.6577764,1,3,Layer_5
12.169921,6.394853,4,3,Layer_3
4.0081253,6.7719364,5,3,WM
10.936637,9.13493,1,3,Layer_5
7.8604183,6.7477703,3,3,Layer_6
7.8411026,5.7433066,3,3,Layer_5
10.439086,2.0185316,2,3,Layer_1
11.958158,3.4156976,0,3,Layer_2
6.247676,7.4937663,5,3,WM
8.503536,8.651326,3,3,Layer_5
3.5740824,7.5138354,6,3,WM
8.183982,7.847962,3,3,Layer_6
8.696553,8.44043,3,3,Layer_6
13.597637,4.877136,0,3,Layer_3
5.4850273,6.888745,5,3,WM
10.737492,5.820877,4,3,Layer_3
4.842716,9.085231,6,3,WM
13.014882,6.9712195,4,3,Layer_3
11.728695,6.698203,4,3,Layer_3
5.896802,7.1853576,5,3,WM
15.003642,4.7241807,0,3,Layer_3
6.185457,8.019817,5,3,Layer_6
5.2286253,6.470055,5,3,WM
11.8078985,4.2580404,4,3,Layer_3
12.404719,4.8624063,4,3,Layer_3
11.350117,7.0905094,1,3,Layer_4
2.6351068,7.965521,6,3,WM
11.464358,4.2662516,0,3,Layer_1
13.229635,6.614367,1,3,Layer_5
12.2900915,3.4078226,0,3,Layer_3
4.82611,7.527113,5,3,Layer_6
13.6403475,2.631969,0,3,Layer_2
14.944582,6.5421395,4,3,Layer_3
14.17062,6.5752153,4,3,Layer_4
11.459113,3.5734088,0,3,Layer_2
12.748902,3.1797554,0,3,Layer_2
13.851066,6.359531,4,3,Layer_3
9.082285,6.31986,1,3,Layer_5
12.421653,8.6477375,1,3,Layer_5
14.247155,6.6903415,4,3,Layer_3
12.689159,3.2205424,0,3,Layer_2
12.158932,3.900872,0,3,Layer_3
7.720295,8.512315,3,3,Layer_6
14.269119,7.108847,4,3,Layer_4
11.481594,6.593494,4,3,Layer_3
12.791277,7.0263543,4,3,Layer_3
11.755692,1.9247215,2,3,Layer_1
14.908951,5.363185,4,3,Layer_3
12.084233,4.5844913,4,3,Layer_3
10.002526,6.8640375,1,3,Layer_5
12.014512,8.634005,1,3,Layer_4
6.849724,8.149706,3,3,Layer_6
12.307075,8.446642,3,3,Layer_5
12.72965,6.895119,1,3,Layer_5
10.445396,4.081181,2,3,Layer_2
9.666963,7.4108167,1,3,Layer_5
14.230943,2.710539,0,3,Layer_2
12.244107,8.025867,1,3,Layer_4
3.0151181,7.722069,6,3,WM
12.173446,9.17839,1,3,Layer_5
11.892214,3.2430093,0,3,Layer_2
10.524316,4.0803,2,3,Layer_1
13.3518305,3.1241784,0,3,Layer_2
12.862397,2.7420654,0,3,Layer_2
14.442888,2.81235,0,3,Layer_2
11.338903,8.599624,1,3,Layer_5
13.017477,4.272746,0,3,Layer_3
12.562714,3.5360105,0,3,Layer_2
4.8429294,8.791654,5,3,WM
11.85953,6.506876,4,3,Layer_5
10.572552,4.6878276,2,3,Layer_1
13.593955,4.24139,0,3,Layer_3
3.4873998,7.333224,6,3,WM
11.323557,6.9982696,1,3,Layer_5
14.324588,4.014472,0,3,Layer_2
13.307402,2.350322,0,3,Layer_2
4.25073,8.197296,6,3,WM
11.409667,9.220825,1,3,Layer_5
9.052981,8.313409,3,3,Layer_6
12.390426,3.46568,0,3,Layer_3
8.59606,9.031425,3,3,Layer_5
12.885133,7.2364974,4,3,Layer_3
8.395378,8.560945,3,3,Layer_6
11.3888235,6.2441397,4,3,Layer_3
12.422988,5.3803186,4,3,Layer_3
10.865002,7.8516307,1,3,Layer_5
7.96824,9.866116,3,3,Layer_6
9.673915,3.924871,2,3,Layer_1
10.556292,8.165582,1,3,Layer_5
14.125914,2.5824914,0,3,Layer_3
3.4717379,8.554805,6,3,WM
9.413032,8.1681385,3,3,Layer_6
13.35855,5.821685,4,3,Layer_3
13.935113,7.727505,1,3,Layer_4
5.1941886,7.993504,5,3,WM
14.02786,5.745096,4,3,Layer_3
14.290194,3.6913278,0,3,Layer_2
9.845501,8.807457,1,3,Layer_5
14.116061,5.077324,4,3,Layer_3
4.904082,7.616803,5,3,WM
10.937427,4.8144164,4,3,Layer_3
10.912673,8.437671,1,3,Layer_5
8.457972,9.125632,3,3,Layer_6
10.039348,3.9886816,2,3,Layer_1
7.640621,7.190501,3,3,Layer_6
9.911803,7.961252,1,3,Layer_5
10.832481,5.7463875,4,3,Layer_3
11.781373,1.3574299,2,3,Layer_2
10.444331,9.237255,1,3,Layer_5
11.720946,9.669036,1,3,Layer_5
11.610992,8.877887,1,3,Layer_5
7.5703616,6.622686,3,3,Layer_6
12.680938,7.4372096,4,3,Layer_3
13.516396,6.837765,4,3,Layer_3
12.434133,7.1328735,4,3,Layer_4
11.034073,3.5032866,0,3,Layer_1
13.854984,5.4833107,4,3,Layer_3
12.010021,3.6934702,0,3,Layer_3
7.140673,6.6969934,3,3,Layer_6
9.663653,7.0606065,4,3,Layer_4
10.362903,2.42128,2,3,Layer_1
12.851196,4.9093866,4,3,Layer_4
8.451728,9.583522,3,3,Layer_6
12.293799,6.6281676,4,3,Layer_3
10.799304,6.3909183,4,3,Layer_4
2.896131,7.794864,6,3,WM
8.745879,8.676655,3,3,Layer_5
8.572547,8.766998,3,3,Layer_5
7.9565983,6.98048,3,3,Layer_6
11.604073,9.327259,1,3,Layer_5
9.199999,9.357758,3,3,Layer_6
12.374368,4.526295,0,3,Layer_3
13.091091,2.3743083,0,3,Layer_2
3.2876558,7.8280506,6,3,WM
8.727837,8.232322,3,3,Layer_6
12.922104,6.9021354,4,3,Layer_3
13.592682,3.4349391,0,3,Layer_3
3.117528,6.6283545,6,3,WM
8.964954,7.89574,1,3,Layer_5
11.73012,9.494533,1,3,Layer_5
14.465754,4.5192823,4,3,Layer_3
7.259043,6.5687046,3,3,Layer_6
11.994037,4.462966,4,3,Layer_3
10.535603,4.5953016,2,3,Layer_3
11.483167,3.930986,0,3,Layer_3
11.897395,1.9355271,2,3,Layer_1
10.562643,5.30736,2,3,Layer_1
6.145669,7.416443,3,3,Layer_6
11.681697,4.7629094,0,3,Layer_3
2.9401221,6.993753,6,3,WM
8.5581,9.281698,3,3,Layer_6
3.186896,8.239556,6,3,WM
11.510956,7.7699194,1,3,Layer_5
13.614387,4.9460015,4,3,Layer_3
2.1695876,7.6450562,6,3,WM
11.563344,4.272362,2,3,Layer_3
12.570738,5.581617,4,3,Layer_3
12.362078,6.9152584,1,3,Layer_5
10.115325,4.0661197,2,3,Layer_1
9.655955,9.201974,1,3,Layer_5
10.545294,8.240286,1,3,Layer_5
13.008415,4.2501044,0,3,Layer_3
10.606503,4.5048304,0,3,Layer_1
11.599621,6.251445,4,3,Layer_3
5.9592695,8.319489,5,3,WM
11.340889,3.8863919,0,3,Layer_2
7.7206044,5.8075733,3,3,Layer_6
7.290498,6.9491677,3,3,Layer_6
12.117793,4.672731,4,3,Layer_3
5.4337773,6.8455014,1,3,Layer_5
14.041951,4.0482397,0,3,Layer_3
3.4737158,7.0443354,6,3,WM
13.757628,4.650579,0,3,Layer_3
13.154362,4.2457185,0,3,Layer_2
14.657434,5.1450276,4,3,Layer_3
12.798583,2.0552235,0,3,Layer_2
12.136611,3.2663546,0,3,Layer_2
10.07464,6.9642844,4,3,Layer_4
9.740505,7.90905,1,3,Layer_5
11.843989,2.8352644,2,3,Layer_1
8.4382515,7.825524,3,3,Layer_6
11.581011,1.3475765,2,3,Layer_2
11.845175,6.1819444,4,3,Layer_4
7.213929,7.004451,3,3,Layer_6
11.395394,2.8737478,2,3,Layer_1
2.6119366,7.4755135,6,3,WM
12.284684,4.5261517,0,3,Layer_3
14.246271,2.8304663,0,3,Layer_3
14.890696,4.9166365,4,3,Layer_3
4.202205,8.3751745,6,3,WM
10.778027,7.7840424,1,3,Layer_5
9.861101,6.367925,4,3,Layer_4
6.5051026,8.343031,5,3,Layer_6
13.134313,5.793955,4,3,Layer_3
13.209962,4.0512013,0,3,Layer_3
4.30611,7.0837407,5,3,WM
10.031487,4.6074457,2,3,Layer_1
13.052483,4.128179,0,3,Layer_3
11.259575,5.686783,4,3,Layer_3
6.876753,7.573931,5,3,WM
13.763171,5.6641293,4,3,Layer_3
12.898009,5.7724943,4,3,Layer_3
12.259064,5.667767,0,3,Layer_3
8.367046,9.200991,3,3,Layer_6
9.388784,8.469465,1,3,Layer_5
8.764508,8.729695,3,3,Layer_6
13.672987,3.8800502,0,3,Layer_3
4.4783406,8.829423,6,3,WM
8.274165,8.587897,3,3,Layer_6
10.640965,2.2633288,2,3,Layer_2
12.933298,6.225583,4,3,Layer_4
11.0451145,6.3806806,4,3,Layer_3
2.6828897,8.126053,6,3,WM
13.4464035,2.5615866,0,3,Layer_2
2.545073,7.026967,6,3,WM
13.296661,3.4910116,0,3,Layer_2
11.895699,3.592247,0,3,Layer_3
14.423656,5.5108333,4,3,Layer_3
3.5628505,8.365384,6,3,WM
12.203373,8.034594,1,3,Layer_4
8.9843025,9.203993,3,3,Layer_5
12.283824,5.4149804,4,3,Layer_3
6.2865,9.239526,3,3,Layer_6
13.330598,3.5074477,0,3,Layer_3
10.143202,7.0161915,1,3,Layer_5
13.003125,7.469263,4,3,Layer_3
11.924332,1.2576579,2,3,Layer_1
3.5248287,8.282753,6,3,WM
12.358361,3.026086,0,3,Layer_2
11.764282,4.648257,0,3,Layer_3
10.834792,8.511032,1,3,Layer_5
11.099898,8.820221,1,3,Layer_5
11.709443,5.8002906,4,3,Layer_3
9.950578,7.0114574,1,3,Layer_5
3.9479823,8.79603,6,3,WM
4.705157,8.415008,5,3,WM
12.911533,8.741777,1,3,Layer_4
14.446867,5.340688,4,3,Layer_3
3.419553,6.4046264,5,3,WM
8.944265,9.433887,3,3,Layer_6
7.4162307,7.54795,5,3,Layer_6
9.788443,6.5418677,1,3,Layer_4
11.592485,5.1709228,0,3,Layer_3
13.605224,6.0542383,4,3,Layer_3
13.512248,7.06517,4,3,Layer_4
9.858769,3.346026,2,3,Layer_1
11.52589,4.746709,0,3,Layer_3
10.955943,8.94051,1,3,Layer_5
3.453502,7.520963,6,3,WM
12.0779505,5.8984537,4,3,Layer_4
12.868398,7.476023,4,3,Layer_3
12.775106,2.240654,0,3,Layer_1
11.682961,8.40331,1,3,Layer_4
12.951482,7.968421,4,3,Layer_3
6.406581,7.3440833,3,3,Layer_6
10.800679,8.322586,1,3,Layer_5
13.074069,8.749633,1,3,Layer_5
3.283403,7.3637896,6,3,WM
3.610708,7.1556244,6,3,WM
9.054727,8.878558,3,3,Layer_5
13.126749,7.4124994,4,3,Layer_3
6.829237,7.055551,3,3,Layer_6
8.418808,7.64828,3,3,Layer_5
12.975033,8.768978,1,3,Layer_5
6.164264,7.772401,5,3,Layer_6
12.906228,2.6467102,0,3,Layer_2
10.196423,4.435327,2,3,Layer_1
11.54644,5.8952465,4,3,Layer_3
11.997429,9.277337,1,3,Layer_5
13.70501,3.7486534,0,3,Layer_3
10.435191,8.666937,1,3,Layer_5
7.4298415,7.1377344,3,3,Layer_6
8.72126,9.27441,3,3,Layer_6
8.957427,9.212657,3,3,Layer_5
8.149481,7.9535484,3,3,Layer_6
14.067584,5.190705,0,3,Layer_3
8.449869,8.686488,3,3,Layer_6
11.724437,2.3786113,2,3,Layer_1
13.235166,6.5575323,4,3,Layer_4
3.797597,7.476098,6,3,WM
7.9081383,5.81517,3,3,Layer_5
11.443194,9.699474,1,3,Layer_5
4.2236037,8.34961,6,3,WM
12.357391,7.415647,4,3,Layer_4
11.459817,4.0202312,4,3,Layer_3
10.332179,9.283736,1,3,Layer_6
12.625874,6.360143,4,3,Layer_4
5.0580845,8.614113,5,3,WM
12.842782,6.927984,4,3,Layer_3
6.4127755,7.3287134,5,3,Layer_6
10.706404,3.9816709,0,3,Layer_1
14.740161,4.897878,4,3,Layer_3
4.244478,6.856134,5,3,WM
10.180016,8.5066395,1,3,Layer_5
2.263784,7.7831097,6,3,WM
2.4374313,7.707416,6,3,WM
5.613771,8.278297,5,3,Layer_6
13.221017,2.8455749,0,3,Layer_1
12.094046,6.8086824,4,3,Layer_5
11.762144,7.393829,1,3,Layer_5
8.903749,9.460885,3,3,Layer_6
11.828764,4.7167144,0,3,Layer_3
7.2798777,5.781,3,3,Layer_6
12.116317,8.041634,1,3,Layer_4
13.757491,5.7477984,4,3,Layer_3
6.6780024,7.76155,3,3,Layer_6
9.448485,8.549119,1,3,Layer_6
10.489467,8.077479,1,3,Layer_4
13.637464,5.5335736,4,3,Layer_3
10.770159,3.912613,2,3,Layer_1
13.395709,3.3839366,0,3,Layer_3
11.639157,5.334701,4,3,Layer_3
11.923598,3.0632539,2,3,Layer_2
13.071805,7.218022,4,3,Layer_4
10.82745,3.150512,2,3,Layer_1
9.233851,9.578908,3,3,Layer_6
8.535825,7.371806,3,3,Layer_6
6.8319387,7.6525435,3,3,Layer_6
4.182023,7.2322116,5,3,WM
3.5126646,6.948622,6,3,WM
10.5097475,1.8110452,2,3,Layer_1
11.045772,9.305095,1,3,Layer_5
11.154074,9.218413,1,3,Layer_5
14.573365,3.389122,0,3,Layer_3
7.911284,9.826583,3,3,Layer_6
2.73112,6.805824,6,3,WM
9.503492,3.8084855,2,3,Layer_1
8.118916,9.997483,3,3,Layer_6
4.056571,6.8119607,6,3,WM
4.733623,7.868797,5,3,Layer_6
12.9399805,7.81862,4,3,Layer_3
2.7508178,6.630256,6,3,WM
7.141041,7.3107724,3,3,Layer_6
8.486402,6.6490417,3,3,Layer_6
10.363189,7.3937855,1,3,Layer_5
11.125658,5.3581724,4,3,Layer_3
9.936438,9.287971,1,3,Layer_5
12.321545,6.3124223,4,3,Layer_3
10.6366625,8.642289,1,3,Layer_5
9.913176,7.2128763,1,3,Layer_4
12.08825,3.0343962,0,3,Layer_2
14.620675,3.989291,0,3,Layer_2
14.342778,5.902738,4,3,Layer_3
10.611414,5.1561537,4,3,Layer_3
14.316736,2.8253202,0,3,Layer_2
6.3417478,8.90398,3,3,Layer_6
10.571161,8.294105,3,3,Layer_5
10.249033,7.5908723,1,3,Layer_5
9.893852,4.663833,2,3,Layer_1
11.70529,8.45836,1,3,Layer_5
4.4151897,7.878814,5,3,WM
9.233631,6.5094595,1,3,Layer_4
12.765187,8.455283,1,3,Layer_4
2.6682029,6.487114,5,3,WM
9.776149,3.9168692,2,3,Layer_1
10.712135,5.3137903,2,3,Layer_3
9.702617,8.239412,1,3,Layer_5
14.094855,5.2477365,4,3,Layer_3
7.534847,7.0993295,3,3,Layer_6
8.6926565,9.271732,3,3,Layer_6
14.385035,3.0726044,0,3,Layer_3
12.245295,6.03524,4,3,Layer_3
9.416193,6.6162987,1,3,Layer_5
14.105832,2.913651,0,3,Layer_2
3.054691,7.8519444,6,3,WM
3.6526837,7.6255174,6,3,WM
10.239239,4.010519,2,3,Layer_1
4.984244,9.037614,5,3,WM
12.13558,8.761494,1,3,Layer_5
14.263183,6.367169,4,3,Layer_4
11.44364,8.498362,1,3,Layer_5
12.795926,2.8373528,0,3,Layer_2
12.884527,2.151139,2,3,Layer_2
14.979559,4.6888766,4,3,Layer_3
10.759317,2.6785605,2,3,Layer_1
10.128553,5.278891,2,3,Layer_1
12.538881,8.306061,4,3,Layer_5
10.760266,4.258166,2,3,Layer_1
8.284214,9.222269,3,3,Layer_6
9.666817,7.1796794,3,3,Layer_4
11.309781,4.304758,0,3,Layer_2
11.844241,4.054913,2,3,Layer_3
7.892035,9.514646,2,3,Layer_6
12.760124,6.396444,4,3,Layer_4
11.284281,7.1952147,1,3,Layer_5
9.69498,3.9897194,2,3,Layer_1
12.104226,6.9490595,4,3,Layer_4
11.230181,7.764141,1,3,Layer_5
3.2789702,8.249708,6,3,WM
4.646056,7.6774125,5,3,WM
7.955015,8.6299305,3,3,Layer_6
10.3640375,4.425365,2,3,Layer_3
11.538343,4.6545095,0,3,Layer_3
11.648415,7.6957574,1,3,Layer_5
4.1873083,8.717058,6,3,WM
12.20599,4.206515,0,3,Layer_3
4.6099954,8.562803,6,3,WM
6.0156,7.686986,5,3,Layer_6
6.42001,8.947164,3,3,Layer_6
12.950577,5.810816,4,3,Layer_3
10.153317,7.2391295,1,3,Layer_5
11.510085,3.618263,0,3,Layer_2
9.222611,6.401323,1,3,Layer_5
9.308172,5.477525,1,3,Layer_6
13.278882,4.247039,0,3,Layer_3
12.678279,4.7608685,4,3,Layer_3
10.728103,1.8703096,2,3,Layer_1
12.257439,8.780221,1,3,Layer_5
8.429367,9.717708,3,3,Layer_6
4.4319468,8.148374,6,3,WM
14.478944,5.83268,0,3,Layer_3
13.3821,6.041771,4,3,Layer_3
11.895018,7.0862846,1,3,Layer_4
14.798957,5.3638573,4,3,Layer_3
11.005779,4.802312,0,3,Layer_3
12.15004,3.125208,0,3,Layer_1
12.904653,2.4392178,0,3,Layer_2
14.374181,5.0737996,4,3,Layer_3
6.1162815,8.940555,5,3,Layer_6
11.639762,8.51032,1,3,Layer_5
11.068414,9.3527565,1,3,Layer_5
7.0472875,8.851362,3,3,Layer_6
10.26741,4.1702733,2,3,Layer_1
10.158798,9.23302,5,3,Layer_6
11.512038,7.7056446,1,3,Layer_5
14.115406,3.570594,0,3,Layer_3
8.323315,7.387707,3,3,Layer_5
13.086919,7.2917104,4,3,Layer_4
14.425041,2.7584074,0,3,Layer_3
11.825913,8.73719,1,3,Layer_5
5.2773037,8.254778,5,3,WM
12.597847,6.799529,4,3,Layer_4
10.024874,8.90068,1,3,Layer_5
7.667346,9.876817,3,3,Layer_6
3.0843446,8.488679,5,3,WM
14.915193,4.432581,4,3,Layer_3
11.926184,4.323728,0,3,Layer_3
13.557198,6.0847716,4,3,Layer_4
14.427443,7.191303,4,3,Layer_3
9.078288,9.268473,3,3,Layer_5
3.733597,7.7093115,6,3,WM
12.714703,2.9297514,0,3,Layer_2
13.931551,2.421678,0,3,Layer_1
2.7631297,6.654348,5,3,WM
10.117071,3.614958,2,3,Layer_1
12.585528,8.572155,1,3,Layer_5
11.536702,5.919045,4,3,Layer_3
11.098898,2.6127634,2,3,Layer_1
7.886169,8.140433,3,3,Layer_6
11.427894,6.051521,4,3,Layer_3
5.3974915,8.897573,5,3,WM
12.46626,3.4591575,0,3,Layer_2
12.015019,5.556185,0,3,Layer_3
8.922707,6.932596,3,3,Layer_5
2.0610294,7.113144,6,3,WM
12.029103,8.25596,1,3,Layer_5
3.8569949,8.081133,5,3,WM
8.577311,6.3315177,3,3,Layer_5
12.591015,6.7732167,4,3,Layer_3
9.386563,8.940463,5,3,Layer_6
12.035394,5.201794,4,3,Layer_3
5.3579307,8.1331835,5,3,Layer_6
7.9144616,7.1176205,3,3,Layer_6
8.222965,9.132539,3,3,Layer_6
8.100747,7.5303984,3,3,Layer_6
9.492723,4.514998,2,3,Layer_1
2.2223878,7.6217303,6,3,WM
14.2166,3.1828341,0,3,Layer_2
13.094174,6.968734,4,3,Layer_4
4.284449,6.7696366,6,3,WM
11.133704,8.898649,1,3,Layer_5
6.16253,8.590541,5,3,WM
13.27278,3.5393648,0,3,Layer_2
13.330962,4.313838,0,3,Layer_3
10.126463,6.9885383,1,3,Layer_5
14.194234,6.8085833,4,3,Layer_3
4.2499,6.793807,5,3,WM
7.237344,7.5720654,3,3,Layer_6
4.9208574,8.132153,5,3,Layer_6
14.230316,2.8969593,0,3,Layer_3
9.142786,6.470046,1,3,Layer_5
6.7923603,8.169914,3,3,Layer_6
14.814781,3.580206,0,3,Layer_2
3.9845154,7.059796,6,3,WM
14.703574,5.033195,0,3,Layer_3
7.6276355,7.4094944,3,3,Layer_6
8.682073,8.715273,3,3,Layer_5
11.94492,6.819603,4,3,Layer_3
11.475724,6.2178016,4,3,Layer_3
7.850957,8.376878,3,3,Layer_6
4.7395077,9.093156,5,3,WM
9.550016,3.7644475,2,3,Layer_1
8.146467,8.394123,3,3,Layer_5
7.4401455,7.659501,3,3,Layer_6
2.5970397,7.8198347,6,3,WM
11.444515,8.484821,1,3,Layer_5
8.215291,8.77081,3,3,Layer_6
11.56159,9.443158,1,3,Layer_5
13.7975855,5.3310027,4,3,Layer_3
3.6453617,8.119296,6,3,WM
6.6675158,8.259645,3,3,Layer_6
12.144427,1.143775,2,3,Layer_1
10.183947,6.090878,4,3,Layer_5
14.397805,6.04242,4,3,Layer_3
12.006422,5.0816855,0,3,Layer_3
2.874635,7.7287903,6,3,WM
10.282276,4.466027,2,3,Layer_1
14.636102,5.4785647,4,3,Layer_3
2.3753464,7.70784,6,3,WM
10.356318,8.283044,1,3,Layer_5
13.399698,4.1560597,0,3,Layer_2
9.440145,9.195651,1,3,Layer_5
8.363008,9.731273,3,3,Layer_6
13.19543,6.919152,4,3,Layer_3
10.402841,4.5386944,2,3,Layer_1
3.2891083,7.2073684,6,3,WM
11.300371,9.035438,1,3,Layer_5
3.6915286,7.563626,6,3,WM
11.144422,6.849385,4,3,Layer_4
10.170658,8.714159,1,3,Layer_5
14.901828,4.1192226,0,3,Layer_3
10.736589,4.0748525,2,3,Layer_1
13.805273,6.2884603,4,3,Layer_3
7.8572865,8.870638,3,3,Layer_6
10.619896,4.3906384,0,3,Layer_1
8.626651,8.337584,3,3,Layer_6
13.711855,2.9182534,0,3,Layer_2
14.263389,7.264541,0,3,Layer_3
10.949216,7.5045757,1,3,Layer_5
10.017013,3.726015,2,3,Layer_1
14.10731,6.0093346,4,3,Layer_3
7.50772,7.2060633,3,3,Layer_6
10.631939,8.32492,1,3,Layer_5
12.430309,6.110279,4,3,Layer_3
8.009524,6.4415784,3,3,Layer_6
8.405277,9.1468115,3,3,Layer_5
6.442854,6.5045824,3,3,Layer_6
13.292112,8.291761,3,3,Layer_5
14.565763,7.2752743,4,3,Layer_3
3.4974766,8.462762,6,3,WM
13.276906,6.4933305,4,3,Layer_5
13.310354,3.0473523,0,3,Layer_2
7.7151475,7.673903,3,3,Layer_6
7.091453,7.5957794,3,3,Layer_6
13.206797,5.462839,4,3,Layer_3
8.24608,8.049608,3,3,Layer_6
12.02569,3.825726,0,3,Layer_3
7.777801,5.9601727,3,3,Layer_6
6.9827967,6.748387,3,3,Layer_6
14.552101,3.8021464,0,3,Layer_3
7.6329308,7.8405175,3,3,Layer_5
3.3998673,7.3838644,6,3,WM
10.6828575,7.0892606,1,3,Layer_5
14.707183,3.3990483,0,3,Layer_3
7.6451483,6.9728208,3,3,Layer_6
8.372865,7.275228,3,3,Layer_5
8.605939,9.394175,3,3,Layer_6
12.107089,4.032129,0,3,Layer_2
12.645143,7.9256,4,3,Layer_4
12.323629,5.9493594,4,3,Layer_3
5.128805,6.526906,5,3,WM
9.392129,6.4832606,3,3,Layer_5
11.759201,9.725268,1,3,Layer_5
13.797195,3.2346153,0,3,Layer_3
4.859662,8.056284,5,3,WM
7.8263884,9.3560295,3,3,Layer_6
12.30709,7.8637266,4,3,Layer_4
10.948298,3.0877838,2,3,Layer_1
11.253743,2.108269,2,3,Layer_1
3.8617606,8.246314,6,3,WM
14.323912,2.9704144,0,3,Layer_3
14.348923,4.3256483,0,3,Layer_3
12.591327,1.3631574,0,3,Layer_1
10.133135,4.0410967,2,3,Layer_1
9.859535,9.361909,3,3,Layer_6
13.751221,7.110982,4,3,Layer_3
14.032328,7.936044,1,3,Layer_5
3.319013,6.918105,6,3,WM
